time,open,close,high,low,vol,day,open-percent,close-percent
2026-06-26,40.09,39.22,40.5,39.2,71486.0,星期五,-0.002,-0.0217
2026-06-25,39.75,40.17,41.0,39.56,90837.0,星期四,-0.0058,0.0106
2026-06-24,40.61,39.98,41.06,39.97,68172.0,星期三,-0.0017,-0.0155
2026-06-23,41.08,40.68,41.88,40.55,70502.0,星期二,-0.0041,-0.0097
2026-06-22,40.84,41.25,41.79,40.38,69767.0,星期一,-0.0046,0.01
2026-06-18,41.95,41.03,42.0,40.74,66535.0,星期四,-0.0031,-0.0219
2026-06-17,42.8,42.08,43.1,41.72,61680.0,星期三,0.0,-0.0168
2026-06-16,43.0,42.8,43.25,42.18,64785.0,星期二,-0.0021,-0.0047
2026-06-15,43.08,43.09,43.55,42.64,64055.0,星期一,0.0019,0.0002
2026-06-12,43.2,43.0,44.34,43.0,88493.0,星期五,-0.0037,-0.0046
2026-06-11,42.96,43.36,43.58,42.8,50122.0,星期四,-0.0065,0.0093
2026-06-10,41.98,43.24,43.45,41.82,86773.0,星期三,0.0,0.03
2026-06-09,42.2,41.98,42.5,41.8,45194.0,星期二,-0.0012,-0.0052
2026-06-08,43.3,42.25,43.75,42.1,59268.0,星期一,0.0,-0.0242
2026-06-05,43.28,43.3,44.15,42.91,57651.0,星期五,0.0063,0.0005
2026-06-04,44.04,43.01,44.41,43.0,60558.0,星期四,0.0005,-0.0234
2026-06-03,44.69,44.02,44.69,43.7,59039.0,星期三,0.0,-0.015
2026-06-02,45.49,44.69,45.82,44.69,60347.0,星期二,-0.0022,-0.0176
2026-06-01,45.28,45.59,45.69,44.91,63183.0,星期一,-0.0024,0.0068
2026-05-29,43.66,45.39,45.87,43.62,133335.0,星期五,-0.0046,0.0396
2026-05-28,44.75,43.86,44.79,43.69,66658.0,星期四,-0.0102,-0.0199
2026-05-27,44.0,45.21,46.21,43.41,126886.0,星期三,-0.0043,0.0275
2026-05-26,44.2,44.19,45.07,43.95,52481.0,星期二,-0.0061,-0.0002
2026-05-25,43.49,44.47,44.72,43.32,92102.0,星期一,-0.0028,0.0225
2026-05-22,44.6,43.61,44.69,43.55,68596.0,星期五,0.0,-0.0222
2026-05-21,44.79,44.6,45.4,44.55,63829.0,星期四,-0.0013,-0.0042
2026-05-20,45.0,44.85,45.45,44.61,52848.0,星期三,-0.0033,-0.0033
2026-05-19,45.0,45.15,45.7,45.0,45651.0,星期二,-0.0027,0.0033
2026-05-18,45.8,45.12,45.83,44.93,66490.0,星期一,-0.0033,-0.0148
2026-05-15,46.68,45.95,46.72,45.91,67650.0,星期五,-0.01,-0.0156
2026-05-14,46.86,47.15,48.15,46.22,104043.0,星期四,-0.0034,0.0062
2026-05-13,47.61,47.02,47.7,46.79,68406.0,星期三,-0.0002,-0.0124
2026-05-12,48.22,47.62,48.38,47.61,61001.0,星期二,-0.0014,-0.0124
2026-05-11,48.23,48.29,48.59,47.82,69941.0,星期一,-0.0014,0.0012
2026-05-08,48.5,48.3,48.56,48.18,55464.0,星期五,-0.0027,-0.0041
2026-05-07,48.8,48.63,49.1,48.56,64183.0,星期四,0.0025,-0.0035
2026-05-06,48.74,48.68,48.86,48.48,64675.0,星期三,-0.01,-0.0012
2026-04-30,49.73,49.23,49.83,49.23,52804.0,星期四,-0.001,-0.0101
2026-04-29,49.5,49.78,50.19,49.3,57188.0,星期三,0.0,0.0057
2026-04-28,49.2,49.5,50.18,49.2,51799.0,星期二,-0.0047,0.0061
2026-04-27,49.7,49.43,49.77,49.33,40009.0,星期一,-0.0034,-0.0054
2026-04-24,49.9,49.87,50.45,49.71,46442.0,星期五,-0.0026,-0.0006
2026-04-23,49.55,50.03,50.5,49.55,69450.0,星期四,0.0026,0.0097
2026-04-22,49.67,49.42,49.69,49.36,35667.0,星期三,-0.0012,-0.005
2026-04-21,50.1,49.73,50.35,49.65,31127.0,星期二,0.003,-0.0074
2026-04-20,49.73,49.95,50.11,49.48,34544.0,星期一,-0.0002,0.0044
2026-04-17,49.9,49.74,49.92,49.62,44898.0,星期五,-0.0099,-0.0032
2026-04-16,50.52,50.4,50.68,50.26,40878.0,星期四,0.0,-0.0024
2026-04-15,50.37,50.52,50.88,50.08,41498.0,星期三,-0.0006,0.003
2026-04-14,50.19,50.4,50.48,49.9,47316.0,星期二,0.0014,0.0042
2026-04-13,50.05,50.12,50.14,49.8,23189.0,星期一,-0.0044,0.0014
2026-04-10,50.01,50.27,50.48,49.98,36955.0,星期五,0.0018,0.0052
2026-04-09,50.44,49.92,50.56,49.77,37109.0,星期四,-0.0049,-0.0103
2026-04-08,50.36,50.69,50.69,50.11,43949.0,星期三,0.0119,0.0066
2026-04-07,50.7,49.77,50.86,49.53,46418.0,星期二,0.0008,-0.0183
2026-04-03,51.85,50.66,51.86,50.6,35701.0,星期五,0.0,-0.023
2026-04-02,51.15,51.85,52.19,51.1,57672.0,星期四,-0.0039,0.0137
2026-04-01,51.16,51.35,51.8,50.82,46134.0,星期三,0.0083,0.0037
2026-03-31,51.79,50.74,52.08,50.73,55378.0,星期二,0.0137,-0.0203
2026-03-30,50.45,51.09,51.59,50.29,46114.0,星期一,-0.0069,0.0127
2026-03-27,49.63,50.8,51.06,49.61,61724.0,星期五,-0.005,0.0236
2026-03-26,50.2,49.88,50.99,49.86,50712.0,星期四,0.0036,-0.0064
2026-03-25,49.8,50.02,50.07,49.55,34461.0,星期三,0.0022,0.0044
2026-03-24,49.21,49.69,49.76,48.75,52610.0,星期二,0.0096,0.0098
2026-03-23,49.99,48.74,50.0,48.6,72781.0,星期一,-0.0073,-0.025
2026-03-20,50.77,50.36,51.15,50.27,43152.0,星期五,0.0002,-0.0081
2026-03-19,51.0,50.76,51.22,50.67,37064.0,星期四,-0.0068,-0.0047
2026-03-18,51.64,51.35,51.68,50.96,49439.0,星期三,0.0017,-0.0056
2026-03-17,51.69,51.55,52.33,51.53,54302.0,星期二,-0.0014,-0.0027
2026-03-16,51.16,51.76,51.99,51.05,95609.0,星期一,-0.0014,0.0117
2026-03-13,50.96,51.23,51.48,50.83,69612.0,星期五,-0.0012,0.0053
2026-03-12,51.25,51.02,51.43,50.71,61558.0,星期四,-0.0012,-0.0045
2026-03-11,51.28,51.31,51.45,51.02,45493.0,星期三,-0.0018,0.0006
2026-03-10,51.3,51.37,51.56,51.12,41230.0,星期二,0.0025,0.0014
2026-03-09,51.09,51.17,51.57,50.91,52452.0,星期一,-0.0122,0.0016
2026-03-06,50.74,51.72,51.85,50.6,57945.0,星期五,-0.0006,0.0193
2026-03-05,50.88,50.77,51.14,50.56,42786.0,星期四,0.0113,-0.0022
2026-03-04,50.92,50.31,50.93,50.14,65948.0,星期三,-0.0053,-0.012
2026-03-03,51.8,51.19,52.59,51.13,94343.0,星期二,-0.0021,-0.0118
2026-03-02,52.7,51.91,52.84,51.88,93400.0,星期一,-0.0094,-0.015
2026-02-27,53.22,53.2,53.41,53.03,47093.0,星期五,-0.0006,-0.0004
2026-02-26,54.0,53.25,54.01,53.18,76991.0,星期四,0.0,-0.0139
2026-02-25,53.99,54.0,54.45,53.91,68629.0,星期三,0.0013,0.0002
2026-02-24,54.7,53.92,54.76,53.92,58233.0,星期二,0.0117,-0.0143
2026-02-13,54.42,54.07,54.74,54.04,49753.0,星期五,0.0015,-0.0064
2026-02-12,54.99,54.34,55.0,54.32,73767.0,星期四,-0.0007,-0.0118
2026-02-11,55.0,55.03,55.28,54.9,45636.0,星期三,-0.0015,0.0005
